98,25,1
98,26,0.5
99,257,1
99,258,5
99,126,2
99,36,
100,249,100
100,14,2
100,67,1
100,10,1
100,18,
100,30,
100,259,1
100,54,2
100,47,2
100,16,1
100,17,1
100,23,0.5
100,26,0.5
100,30,
101,20,1
101,54,1
101,22,2
101,17,0.3
101,5,1
102,212,1
102,6,1
102,128,3
102,14,1
102,260,5
102,126,0.5
102,25,
103,261,1.5
103,262,200
103,143,0.25
103,186,0.25
103,16,1
103,26,
104,6,150
104,263,40
104,57,30
104,2,30
104,38,50
104,14,2
104,142,70
104,8,500
104,15,2
104,24,1
104,54,1
104,23,0.5
104,18,
104,30,
104,205,1
104,17,0.5
104,25,5
104,26,5
105,65,100
105,186,1
105,201,0.5
105,88,1
105,18,2
105,30,
105,118,0.5
106,264,1
106,265,1
106,266,1
106,238,
106,89,
107,6,1
107,14,2
107,21,0.5
107,18,
107,30,
107,25,
107,8,
108,267,80
108,268,40
108,269,10
108,34,5
108,97,5
108,270,5
108,271,55
108,8,
108,6,125
108,4,30
108,2,20
108,73,30
108,21,0.5
108,8,6
108,22,5
108,54,40
108,17,25
108,272,5
108,2,40
108,23,5
108,30,2
108,22,5
108,273,4
108,64,0.5
108,36,2
108,88,125
108,274,25
109,275,1
109,126,1
109,276,0.5
109,277,0.5
109,38,50
109,278,20
109,279,10
109,18,
109,30,
109,7,20
109,154,40
109,17,10
109,10,10
110,280,20
110,281,5
110,2,20
110,14,1
110,54,30
110,36,0.5
110,17,10
110,10,10
110,280,10
110,282,3
110,283,3
110,36,80
111,284,6
111,139,2
111,285,
111,286,
111,104,
112,32,1
112,156,1
112,2,0.25
112,76,2
112,71,2
112,21,1
112,54,0.5
112,24,1
112,287,2
112,25,1
112,30,
113,241,160
113,288,20
113,23,10
113,289,30
113,290,45
113,121,10
113,152,15
113,73,20
113,21,1
113,219,1
113,18,5
113,54,5
113,25,5
113,118,10
113,143,100
113,291,50
113,73,10
113,187,20
113,292,15
113,191,10
113,118,10
114,293,15
114,24,4
114,294,5
114,295,2
114,296,2
114,297,2
114,242,1
114,8,4
114,42,4
114,62,1
114,294,2
114,295,2
114,296,1
114,28,1
114,297,1
114,293,6
114,298,3
114,283,2
114,299,2
114,300,1
114,2,0.5
114,121,2
114,133,50
114,21,1
114,61,5
114,12,30
114,301,4
114,23,1
114,210,
114,302,1
115,139,2
115,47,2
115,46,1
115,2,0.3
115,231,0.25
115,188,
115,191,3
115,97,1
115,18,
115,30,
116,20,1
116,18,0.5
116,203,5
116,127,0.5
116,22,3
116,15,1
116,17,0.5
116,23,0.5
116,16,1
116,22,0.5
116,26,
117,303,1
117,36,600
117,14,1
117,143,
117,163,1
118,20,1
118,304,3
118,2,0.5
118,147,1
118,293,2
118,107,0.25
118,305,
118,36,3
118,165,1
118,10,0.5
118,23,2
118,42,0.3
118,23,0.16
118,163,0.5
118,113,0.5
118,54,0.5
118,17,0.25
118,16,0.5
118,93,1
118,153,3
118,306,
118,127,
118,29,1
118,25,2
119,307,1
119,304,3
119,2,0.5
119,147,1
119,293,2
119,107,0.25
119,305,
119,36,3
119,165,1
119,10,0.5
119,23,2
119,42,0.3
119,308,1
119,21,1
119,309,1
119,127,
119,29,1
120,310,1
120,21,0.5
120,140,0.3
120,6,1
120,14,1
120,25,1
120,62,0.3
120,17,0.3
120,24,0.25
121,56,200
121,311,1
121,17,1.5
121,54,0.5
121,23,0.5
121,10,1
121,194,1
121,6,1
121,2,0.3
122,312,2
122,35,1
122,6,1.5
122,16,3
122,17,3.5
122,18,0.25
122,201,0.5
122,52,1.5
123,313,0.25
123,314,1.5
123,265,
123,315,2
123,316,1
124,317,260
124,97,
124,203,5
124,45,1
124,47,
124,2,0.25
124,54,2
124,194,1
124,10,1
124,272,1
124,17,1
125,241,180
125,318,10
125,72,30
125,121,10
125,78,40
125,186,30
125,51,2
125,253,10
125,319,50
125,73,30
125,118,10
125,143,100
125,291,50
125,73,20
125,187,15
125,292,10
125,46,20
125,191,10
125,118,10
126,6,1
126,14,1
126,52,1
126,18,0.25
126,25,1
126,54,3
126,17,1.5
126,10,1
126,36,3
127,139,3
127,320,2
127,321,1
127,322,
127,323,1
127,17,0.5
127,14,1
127,324,
127,18,
128,32,1
128,15,1
128,207,3
128,54,0.5
128,17,1
128,205,3
128,36,1
128,26,
129,6,1
129,132,1
129,14,1
129,129,3
129,193,3
129,260,2
129,25,
129,202,2
129,325,3
129,154,
129,326,
129,45,1
129,127,
130,241,160
130,153,30
130,152,20
130,203,10
130,105,20
130,73,50
130,52,1
130,54,10
130,17,5
130,327,10
130,16,10
130,143,50
130,291,100
130,187,20
130,292,20
130,191,10
130,118,10
131,328,1
131,75,1
131,329,
131,330,4
131,265,1
131,17,1
131,331,1
132,156,3
132,202,75
132,154,1
132,325,2
132,6,1
132,129,0.6
132,25,
132,8,
132,119,0.5
132,15,0.5
132,24,0.5
133,332,0.5
133,321,1
133,75,1
133,104,1
134,241,180
134,289,50
134,73,50
134,94,40
134,290,28
134,27,20
134,242,20
134,187,10
134,22,10
134,2,10
134,143,100
134,73,50
134,291,100
134,187,10
134,191,10
134,118,10
135,143,100
135,94,80
135,291,80
135,46,80
135,78,50
135,187,35
135,292,30
135,118,30
135,191,20
135,333,1
136,334,2
136,335,2
136,203,1
136,118,1
136,291,2
136,2,0.25
136,186,0.5
136,94,0.5
136,88,0.25
136,207,1
136,154,2
136,121,0.25
137,44,3
137,45,0.5
137,230,3
137,336,4
137,333,1.5
137,306,
138,139,4
138,35,4
138,126,1
138,45,2
138,154,3
138,96,1
139,317,100
139,337,1
139,2,0.25
139,28,2
139,184,1
139,198,2
139,18,
139,45,1
139,74,1.5
139,146,
139,37,
140,14,2
140,2,0.25
140,78,40
140,241,3
140,34,1
140,338,0.3
141,6,1.5
141,52,2
141,35,
141,202,2
141,154,1
141,18,
141,30,
141,312,1
141,18,0.25
141,25,
142,291,6
142,14,1
142,339,2
142,186,0.25
142,143,0.3
142,35,1
142,8,
142,30,
143,6,1
143,44,0.5
143,2,0.3
143,21,0.5
143,163,1
143,8,1
143,15,1.5
143,36,1.5
143,54,0.5
143,24,1
143,10,1
143,272,1
143,17,
143,23,1
143,25,
143,30,
144,6,1
144,2,0.25
144,73,0.16
144,140,3
144,14,2
144,207,3
144,17,
144,18,
144,30,
144,8,
144,52,1
144,35,1
145,340,0.25
145,259,1
145,341,1
145,342,1
145,332,
146,343,60
146,319,0.5
146,2,0.25
146,344,100
146,82,8
146,61,0.25
147,345,1
147,346,0.2
147,162,0.5
147,347,1
147,21,0.5
147,163,1
147,164,2.5
147,242,2.5
147,15,0.5
148,348,15
148,2,0.3
148,163,1
148,73,0.16
148,219,
148,8,2
148,24,0.5
148,15,0.5
148,10,1
148,23,0.3
148,207,2
149,226,2
149,143,0.5
149,8,1
149,154,
149,7,
150,349,250
150,253,2
150,14,2
150,18,
150,30,
150,10,1
150,23,
150,8,
150,6,1
150,54,3
150,10,3
150,30,
150,23,0.3
151,350,2
151,17,1
151,16,2
151,54,2
151,113,
151,8,6
151,24,2
151,21,0.5
151,23,0.5
152,32,1
152,133,1
152,21,0.5
152,36,2.6
152,23,0.5
152,24,0.5
152,163,1
152,279,0.5
152,14,1
153,6,1
153,73,0.125
153,2,0.25
153,351,4
153,54,0.5
153,17,
153,18,
153,30,
153,25,
154,6,1
154,352,5
154,14,2
154,156,5
154,8,
155,353,1
155,354,6
156,317,260
156,92,3
156,46,5
156,2,0.25
156,118,1
156,355,0.5
156,18,
156,30,
156,154,5
156,2,1
156,356,1
156,97,0.5
156,17,1
157,357,1
157,32,1
157,14,1
157,21,0.5
157,24,0.5
158,202,1
158,21,0.5
158,6,1
158,52,1
158,15,1
158,54,0.5
158,17,0.3
158,35,1
159,140,1
159,6,1
159,52,
159,35,1
159,14,2
160,134,1
160,358,1
160,74,1.5
160,28,2
160,21,0.25
160,235,3
160,52,
160,18,
160,30,
161,321,1
161,231,0.5
161,342,2
161,332,1
162,349,2
162,6,1
162,9,4
162,10,2
162,23,1
162,18,
162,30,
163,275,150
163,38,50
163,36,0.5
163,51,4
163,61,20
163,14,1
163,13,0.3
163,18,
163,297,10
164,359,30
164,45,0.5
164,126,1
164,17,1
164,190,0.5
164,23,10
165,360,100
165,242,1
165,15,0.3
165,28,0.5
165,205,0.5
165,154,1
165,29,0.3
166,258,6
166,38,2
166,36,6
166,8,
167,6,1
167,153,1
167,115,1
167,152,2
167,14,2
167,52,1
167,18,0.3
167,25,1
168,134,1
168,150,1
168,14,1
168,38,5
168,44,1
168,154,
168,8,
169,11,100
169,18,0.25
169,30,
169,118,
169,6,1
169,361,3
169,2,0.25
169,9,3
169,7,
170,347,2
170,71,8
170,207,
170,96,
170,342,1
171,6,200
171,362,0.25
171,363,0.25
171,116,1
171,140,1
171,52,
171,18,
171,30,
171,14,
171,364,
171,142,
172,139,2
172,365,2
172,291,2
172,186,1
172,52,
172,35,1
172,93,3
172,2,0.25
172,356,2
172,154,3
172,17,0.3
172,18,
172,30,
173,11,200
173,305,1
173,18,
173,30,
173,47,
173,72,2
173,46,4
173,74,0.5
173,18,
173,174,
174,139,2
174,291,1
174,186,0.25
174,71,2
174,35,2
174,52,
174,154,
174,30,
175,192,1
175,216,1
175,93,1
175,319,
176,46,2
176,366,1
176,259,1.5
176,47,3
176,191,2
176,2,1
176,97,0.5
176,17,0.5
176,18,
176,30,
177,52,3
177,6,1.5
177,35,3
177,140,10
177,18,0.5
177,25,1
178,318,1
178,36,1
178,56,0.3
178,347,1
178,73,0.25
178,2,0.3
178,6,
178,52,
179,32,1
179,158,1
179,36,1.5
180,367,1
180,6,2
180,21,0.5
180,14,2
180,127,3
180,26,3
180,8,
181,368,1
181,245,1
181,21,0.25
181,28,2
181,8,
182,56,300
182,26,
182,54,3
182,17,2
182,10,1
182,23,1
182,21,0.25
182,25,2
182,30,
183,364,2
183,75,3
183,14,1
183,18,
183,8,
183,45,0.5
183,71,2
183,72,3
183,14,1
183,18,
183,30,
183,369,
184,197,1
184,133,1
184,258,6
184,26,
184,8,
185,370,1
185,371,1
185,372,0.5
185,2,0.25
185,163,1
185,47,2
185,54,
186,77,1
186,190,2.5
186,76,2
186,235,4
186,118,2
186,18,
186,30,
186,250,0.5
187,72,3
187,373,2
187,46,5
187,259,2
187,107,3
187,374,
187,250,
187,47,2
187,16,1
187,2,0.5
187,205,0.5
187,54,1
188,6,200
188,116,2
188,52,
188,375,
188,16,2
188,17,1.5
188,18,
188,14,3
188,200,3
188,10,1
188,18,
189,340,100
189,75,1
189,104,1
189,376,
190,139,2
190,126,1
190,116,1
190,71,2
190,259,1
190,46,2
190,45,1
191,6,1
191,258,5
191,41,1
191,129,0.5
192,377,3.5
192,265,1
192,314,1
193,139,2
193,378,2
193,322,
193,132,1
193,259,1
193,46,2
193,45,1
193,14,1
193,5,2
193,75,0.25
193,74,3
193,17,1
193,18,
193,379,6
193,380,2
193,179,1
194,139,1
194,231,
194,17,2
194,324,0.5
194,369,1
195,381,120
195,242,30
195,15,10
195,98,1
195,25,0.25
195,219,0.25
195,372,0.5
195,382,
195,7,0.16
195,18,
195,23,0.25
195,21,0.25
195,17,
195,107,2
196,377,3.5
196,383,2
196,36,2
196,75,1
196,384,1
196,218,1
197,139,1
197,14,1
197,154,2
197,18,
198,385,1
198,386,1
198,36,5
198,21,0.5
199,255,1
199,197,1
199,2,0.25
199,13,1
199,121,1
199,25,
200,387,1
200,222,2
200,14,2
200,388,1
200,21,0.5
201,6,1
201,389,2
201,115,1.5
201,153,1.5
201,156,0.5
201,306,
201,127,
201,25,2
201,10,2
201,36,3
201,17,0.3
201,25,0.3
201,26,0.25
202,390,1
202,2,0.25
202,28,5
202,71,3
202,118,
203,6,1
203,389,3
203,153,1.5
203,127,1
203,10,1
203,154,1.5
203,25,1
203,18,
203,26,0.5
204,391,1
204,357,1
204,258,3
204,21,0.25
204,36,500
205,77,1
205,392,1
205,235,4
205,28,3
205,2,0.25
205,146,3
205,118,2
205,18,0.5
205,18,
205,30,
205,37,
206,377,3.5
206,329,1
206,265,1
206,75,1
206,218,1
206,384,1
207,377,3.5
207,378,1
207,265,1
207,75,1
207,218,1
207,384,1
208,20,1
208,393,1
208,19,0.25
208,73,0.125
208,36,3
208,26,
208,394,5
208,15,0.5
208,25,1
208,30,
209,395,1
209,2,0.25
209,163,1
209,28,2
209,35,1
209,75,1
209,5,1
210,60,0.3
210,2,0.25
210,21,0.3
210,276,0.3
210,277,0.3
210,6,1
210,54,1
210,10,0.5
210,23,0.5
210,17,0.5
210,25,0.5
210,26,0.5
211,6,1
211,132,1
211,156,1
211,230,1
211,14,1
211,15,1
211,207,2
211,17,1
211,41,1
212,396,100
212,397,150
212,21,2
212,42,0.25
212,23,0.25
212,14,1
212,18,
212,30,
212,64,1
212,253,1
212,398,1
212,399,3
213,93,2
213,259,1
213,46,6
213,285,1
213,174,1
213,2,1
213,17,1
213,16,3
213,47,1
213,18,
213,30,
214,202,1개(100g)
214,2,0.5
214,14,2
214,6,1
214,164,2.5
214,400,0.5
214,10,0.5
214,17,3
215,77,1
215,44,0.25
215,72,3
215,28,2
215,2,0.25
215,74,1
215,7,0.5
215,146,3
215,48,0.5
215,198,
215,47,3
215,18,
215,30,
216,117,80
216,212,1
216,2,0.25
216,163,1
216,28,2
216,37,
216,47,
216,37,
216,18,
216,30,
216,47,3
217,258,5
217,401,1
217,21,0.25
217,2,0.16
217,8,
218,402,0.5
218,165,3
218,301,0.3
218,22,3
218,164,4
218,403,5
219,404,1
219,385,1
219,132,1
219,93,1
219,35,1
219,36,
220,405,300
220,268,1.5
220,21,2
220,8,
220,18,
220,30,
220,10,1
220,23,0.5
220,54,3
220,36,1
220,97,1
220,16,2
220,272,3
220,327,0.5
220,23,0.6
221,406,1
221,372,1
221,218,
222,407,1
222,140,4
222,35,1
222,408,0.5
222,409,1
222,14,2
222,75,
222,141,
222,319,30
222,73,0.125
222,143,0.125
222,154,3
222,207,3
223,6,1
223,2,0.3
223,156,0.5
223,140,3
223,17,0.6
223,287,2
223,15,0.6
223,29,1
223,25,1
224,410,1
224,411,1
224,319,0.5
224,21,1
224,36,2
224,15,1
224,24,1
224,17,2
224,54,3
225,6,1
225,317,90
225,57,10
225,389,1
225,170,10
225,19,0.25
225,412,10
225,290,10
225,14,1
225,306,5
225,413,2
225,17,1
225,16,1
225,36,1
226,156,1
226,6,1
226,2,0.25
226,140,3
226,23,0.5
226,36,1
226,45,1
226,35,1
226,18,
226,8,
227,6,1
227,414,1
227,349,100
227,8,3
227,24,
227,34,3
227,2,0.16
227,347,0.25
227,398,0.5
227,214,1
227,18,
227,30,
227,23,0.3
228,349,200
228,410,1
228,34,3
228,75,1
228,2,0.25
228,21,0.5
228,18,
228,30,
228,47,1
228,18,
228,30,
229,415,1
229,416,1
229,14,1
229,2,0.16
229,21,0.16
230,6,200
230,417,150
230,14,1
230,61,50
230,25,20
230,389,20
230,240,20
230,2,0.2
230,113,
230,21,2
230,2,150
230,28,4
230,54,50
230,42,10
230,17,30
230,272,30
230,36,1
231,418,2
231,329,1
231,36,6
231,75,1
232,179,4
232,17,3
232,75,1.5
233,419,3
233,259,2
233,239,5
233,231,3
233,2,2
233,16,2
233,205,1
233,47,2
233,18,
233,30,
234,75,180
234,36,2
234,383,2
235,6,1
235,71,3
235,420,1
235,2,2
235,21,1
235,421,1
235,26,1
235,54,1
235,24,1
236,6,1
236,2,0.25
236,140,0.25
236,21,0.25
236,73,0.125
236,8,
236,34,3
236,30,
236,18,
236,25,1
236,375,1
237,75,180
237,36,2
237,383,2
237,422,1.5
237,265,
237,423,
238,424,1
238,11,100
238,51,1
238,289,1
238,21,0.5
238,25,1
238,425,1
239,426,1
239,65,1
239,21,0.25
239,163,1
239,23,1
239,36,2
240,139,4
240,14,2
240,140,2
240,35,1
240,154,
240,378,2
240,45,3
240,18,
240,8,
241,321,1
241,427,1
241,14,0.5
241,45,1
242,32,0.5
242,428,1
242,158,0.5
242,14,1
242,21,0.5
243,429,1
243,34,2
243,2,0.25
243,73,0.125
243,347,1
243,14,1
244,6,1
244,202,1
244,14,2
244,2,0.5
244,154,
244,8,
244,154,3
244,2,1
244,18,
244,30,
244,54,2
244,205,2
244,10,2
244,113,
245,192,1
245,319,2
245,143,0.2
245,73,0.2
245,203,3
245,16,1
245,15,1.5
245,24,1
245,54,0.5
245,16,2
245,17,1
245,272,1
245,23,0.25
245,26,1
245,93,0.5
246,14,2
246,2,0.5
246,318,5
246,45,1
246,36,2
246,6,1
247,6,1
247,71,6
247,35,1
247,18,
247,30,
247,25,1
247,26,
248,14,2
248,6,1
248,41,1
248,25,2
249,6,1
249,4,2
249,67,4
249,289,5
249,430,0.25
249,276,0.5
249,431,0.25
249,2,0.25
249,171,1
249,84,1.5
