ingre_id,﻿ingre_name,ingre_unit,ingre_main,ingre_img
186,토마토,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2506_000_1%2F20140227161939936_26Y3OK2U9.jpg%2Fi-t58-1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
187,호두,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2506_000_1%2F20140227161612877_FPJMTCOOG.jpg%2Fi-p58-1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
188,바질,장,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5741_000_1%2F20190319171820397_2LLNFQYZD.jpg%2Ffe125_312_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
189,발사믹크림,약간,1,
190,바질페스토,숟가락,0,
191,발사믹식초,숟가락,1,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180353775_O5BM25ZIQ.jpg%2F413_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
192,쫄면,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180317253_2CV068LBE.jpg%2F396_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
193,대패삼겹살,g,0,
194,청주,숟가락,1,
195,돈까스,장,0,
196,경양식돈까스소스,종이컵,1,
197,비빔면,봉,0,
198,파마산치즈,숟가락,0,
199,연두부,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180048816_CIZQCRUO5.jpg%2F322_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
200,다시마육수,종이컵,1,
201,아보카도,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2506_000_1%2F20140227160803585_XUCZX9YG9.jpg%2Fi-a269-1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
202,참치캔,캔,0,
203,깻잎,장,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180706949_LWP5D9H5V.jpg%2F508_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
204,당면,줌,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2543_000_1%2F20130718155847936_G8Q1CRNUT.jpg%2F1264_1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
205,올리고당,숟가락,1,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180954961_DY2VKYNVQ.jpg%2F590_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
206,짜장가루,숟가락,0,
207,케찹,숟가락,1,
208,칠리소스,숟가락,0,
209,사천고추,개,0,
210,마라소스,숟가락,0,
211,납작당면,약간,0,
212,고추참치,캔,0,
213,콩물,ml,0,
214,완두콩,숟가락,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5741_000_1%2F20190814181403900_J8FD9C14A.jpg%2Ffe125_2631_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
215,젤라틴,숟가락,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180253919_HO07CL3N4.jpg%2F385_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
216,생와사비,작은숟가락,1,
217,막걸리,ml,0,
218,애플민트,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2506_000_1%2F20140227160717862_GMLEXWZT3.jpg%2Fi-a189-1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
219,참깨,약간,1,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F1290_000_1%2F20120706185209919_7VYVLQIP1.jpg%2Fff2_36_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
220,아이스고구마,개,0,
221,크림스프가루,봉지,0,
222,뜨거운물,ml,1,
223,불닭볶음면,개,0,
224,불닭발,개,0,
225,닭강정,개,0,
226,명란젓,개,0,
227,달걀장,개,0,
228,막창,개,0,
229,떡볶이,개,0,
230,스트링치즈,개,0,
231,견과류,숟가락,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F0753_000_1%2F20111024141038744_W1PLJM0JP.jpg%2Ffe9_9_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
232,메밀소바,g,0,
233,중면,개,0,
234,고추기름,숟가락,1,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181728322_OWSI3HPW2.jpg%2F809_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
235,페페론치노,개,0,
236,핫바,개,0,
237,갓김치,대,0,
238,사이다,숟가락,0,
239,리코타치즈,통,0,
240,상추,장,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F1290_000_1%2F20120706185106481_OGM2QCBLY.jpg%2Fff2_27_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
241,현미밥,공기,0,
242,된장,숟가락,1,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F1767_000_1%2F20130118164240372_9KITXF5PW.jpg%2Ffe49_29_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
243,매실액,숟가락,1,
244,파스타라면,개,0,
245,치킨,조각,0,
246,떡볶이소스,숟가락,0,
247,그라나파다노치즈,약간,0,
248,스팸버거번,개,0,
249,소불고기,g,0,
250,파마산치즈가루,약간,0,
251,순살갈치,g,0,
252,문어,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5741_000_1%2F20191122140950293_ZNCUUDRPV.jpg%2Ffe125_3191_i1.jpg%3Ftype%3Dw450_fst%22&twidth=226&theight=226&opts=17
253,청경채,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181059570_LOXHPM9IB.jpg%2F620_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
254,전분물,숟가락,0,
255,골뱅이,캔,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20181203180206514_116PLDSAM.jpg%2F357_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
256,골뱅이육수,숟가락,1,
257,미트볼,개,0,
258,만두,개,0,
259,샐러드채소,줌,0,
260,볶은김치,숟가락,0,
261,두유,종이컵,0,
262,곤약면,g,0,
263,주꾸미,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180251055_QQQ6T4NJO.jpg%2F381_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
264,사과,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2543_000_1%2F20130718160211025_HEHX497SB.jpg%2F2519_1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
265,얼음,컵,1,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2644_000_5%2F20190907024023461_C1YF2345P.jpg%2F1fcfb227-e314-4c.jpg%3Ftype%3Dw450_fst_nce%22&twidth=226&theight=226&opts=17
266,사과즙,봉,0,
267,아귀순살,g,0,
268,튀김가루,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181505046_USIKNPHKB.jpg%2F737_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
269,감자전분,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181903429_2MUV0OSF0.jpg%2F853_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
270,풋고추,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175427074_1SA6CCV43.jpg%2F123_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
271,찬물,g,1,
272,물엿,g,1,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181955003_I9Y27LG5S.jpg%2F876_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
273,칠리시즈닝,g,0,
274,파채,g,0,
275,가자미,마리,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181057943_JFSSGHSY2.jpg%2F618_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
276,빨강파프리카,개,0,
277,노랑파프리카,개,0,
278,새싹,g,0,
279,황태,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180919623_JJ6CLV2SW.jpg%2F573_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
280,보리새우,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175713460_EKHS2ACRQ.jpg%2F214_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
281,마늘쫑,g,0,
282,가쓰오부시,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181115862_LP5ZEWBX1.jpg%2F625_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
283,다시마,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180055718_APKRPHCNO.jpg%2F325_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
284,인절미떡,조각,0,
285,아몬드슬라이스,약간,0,
286,볶음콩가루,약간,0,
287,김치국물,숟가락,1,
288,무말랭이,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175815273_BRF7VHVF7.jpg%2F247_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
289,느타리버섯,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175137004_J8W298CF5.jpg%2F64_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
290,연근,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2984_000_1%2F20140407160419179_60N3VSMU1.jpg%2Fi-213_3-1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
291,양상추,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2984_000_1%2F20140407160324383_MR071O3E5.jpg%2Fi-202_2-1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
292,아몬드,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2506_000_1%2F20140227160701839_U5PX4WEYF.jpg%2Fi-a114-1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
293,건고추,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175428542_A9JUWO91O.jpg%2F124_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
294,화자오,숟가락,0,
295,마자오,숟가락,0,
296,팔각,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F1005_000_1%2F20120321172359748_44IZZXX1V.jpg%2Ffe25_0068_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
297,고수,숟가락,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F1005_000_1%2F20120321172357575_3C98WSGR6.jpg%2Ffe25_0067_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
298,건새우,개,0,
299,건멸치,개,0,
300,장어,마리,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175734466_WKV0F3K80.jpg%2F225_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
301,들깨가루,스푼,1,
302,마라다시팩,개,0,
303,중화짜장,봉,0,
304,디포리멸치,팩,0,
305,통후추,약간,1,
306,무순,약간,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175803827_6HCRRRT2F.jpg%2F242_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
307,칼국수,인분,0,
308,유부,장,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181222342_0A5QP5BIX.jpg%2F656_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
309,쑥갓,줌,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2644_000_1%2F20190604044648644_1H9LS3K32.jpg%2Fc7147e77-4b37-4c.jpg%3Ftype%3Dw450_fst_nce%22&twidth=226&theight=226&opts=17
310,익은배추김치,종이컵,0,
311,두반장,숟가락,0,
312,크래미,개,0,
313,메론시럽,컵,0,
314,탄산수,컵,0,
315,바닐라아이스크림,스쿱,0,
316,통조림체리,개,0,
317,연어,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F0700_000_1%2F20110809154651176_PE6QMUFMW.jpg%2F305_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
318,카레,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F0753_000_1%2F20111024141343715_76XEFZM64.jpg%2Ffe9_45_i2.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
319,양배추,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2543_000_1%2F20130718160637231_BBPLSDV56.jpg%2F3743_1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
320,건크랜베리,숟가락,0,
321,바나나,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175843483_4A3H95BBV.jpg%2F262_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
322,슈가파우더,약간,0,
323,바나나우유,종이컵,0,
324,시나몬가루,약간,0,
325,옥수수캔,숟가락,0,
326,돈가스소스,적당량,0,
327,연겨자,g,1,
328,돼지바,개,0,
329,초코시럽,약간,0,
330,딸기,알,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2543_000_1%2F20130718155920265_P663YEJT0.jpg%2F1487_1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
331,아이스크림,종이컵,0,
332,카카오닙스,숟가락,0,
333,고구마,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2984_000_1%2F20140407160642754_TVEFU6MFI.jpg%2Fi-242_2-1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
334,참돔,토막,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175839778_BKS94J113.jpg%2F259_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
335,바게트,개,0,
336,크림스파게티소스,숟가락,0,
337,펜네,종이컵,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181544070_J84TAIHZP.jpg%2F754_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
338,저지방우유,종이컵,0,
339,닭가슴살소세지,개,0,
340,단호박,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180239993_ECQONE4OQ.jpg%2F378_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
341,모듬견과류,줌,0,
342,플레인요거트,개,0,
343,훈제오리,g,0,
344,잡곡밥,g,0,
345,꽃게,마리,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2543_000_1%2F20130718155737239_YBYY8YXTB.jpg%2F943_1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
346,쥬키니호박,개,0,
347,감자,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2543_000_1%2F20130718155448431_6WRIBH10D.jpg%2F169_1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
348,비엔나소세지,개,0,
349,닭다리살,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F1729_000_1%2F20121218173606524_CRK1JKF86.jpg%2Ffe43_87_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
350,물만두,줌,0,
351,잔멸치,숟가락,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180507871_CRRJJNTO5.jpg%2F452_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
352,고기볶음장,숟가락,0,
353,와사비진짜쫄면,봉,0,
354,XO교자,개,0,
355,바질가루,숟가락,0,
356,피클,숟가락,0,
357,떡국떡,종이컵,0,
358,백명란젓,개,0,
359,바지락살,g,0,
360,오이고추,g,0,
361,초대리,숟가락,0,
362,청피망,개,0,
363,홍피망,개,0,
364,쌀가루,적당량,1,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175640062_ESA0IL0N8.jpg%2F195_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
365,모닝빵,개,0,
366,큐브치즈,봉지,0,
367,대게딱지장,개,0,
368,갈비통닭볶음면,개,0,
369,치즈,적당량,0,
370,멍게,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5741_000_1%2F20191211120820444_GB4U7KWFB.jpg%2Ffe125_4132_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
371,매실절임,개,0,
372,배,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5741_000_1%2F20190802105135741_T6TPM5IVJ.jpg%2Ffe125_2330_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
373,미니새송이버섯,종이컵,0,
374,허브솔트,약간,1,
375,검은깨,약간,1,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180430126_A9ZXNM1P0.jpg%2F433_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
376,호박씨,약간,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175859428_4D1XR93XN.jpg%2F271_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
377,귤청,숟가락,0,
378,연유,숟가락,0,
379,카야잼,숟가락,0,
380,귤잼,숟가락,0,
381,넙치,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2543_000_1%2F20130718155814447_46XPF85N7.jpg%2F1077_1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
382,연어알,약간,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F1352_000_1%2F20120724154538852_TLUZMCXHP.jpg%2Ffe36_163_i21.jpg%3Ftype%3Dw450_fst%22&twidth=226&theight=226&opts=17
383,인스턴트원두커피,개,0,
384,귤칩,개,0,
385,카레라면,봉,0,
386,너구리라면,봉,0,
387,편의점우동,개,0,
388,편의점치킨꼬치,개,0,
389,날치알,숟가락,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008181031830_IY7QO3418.jpg%2F605_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
390,컵라면,개,0,
391,샘표가마솥방식사골육수,포,0,
392,손질바지락,종이컵,0,
393,장조림,캔,0,
394,장조림소스,숟가락,1,
395,짬뽕라면,개,0,
396,쌀국수,g,0,
397,알새우,g,0,
398,버섯,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2984_000_1%2F20140407160429054_VQ9SZ7U80.jpg%2Fi-215_1-1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17
399,닭육수,종이컵,0,
400,양조간장,종이컵,1,
401,짜장라면,개,0,
402,불린미역,종이컵,0,
403,만두피,장,0,
404,불닭떡볶이,개,0,
405,닭살,g,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175321925_O10T1UJIW.jpg%2F87_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
406,배음료,종이컵,0,
407,스팸버거빵,개,0,
408,냉동감자튀김,종이컵,0,
409,시리얼,종이컵,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F1767_000_1%2F20130118163721534_ZFLIVK4SS.jpg%2Ffe49_17_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
410,우동사리,인분,0,
411,어묵,장,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2644_000_4%2F20150326022558492_HTWIGC1UX.jpg%2F6d2e9ef0-e48c-47.jpg%3Ftype%3Dw450_fst_nce%22&twidth=226&theight=226&opts=17
412,초생강,g,0,
413,후리가케,숟가락,0,
414,코코넛,종이컵,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180857026_X99NNP7DA.jpg%2F563_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
415,편의점돈까스도시락,개,0,
416,편의점김치찌개,개,0,
417,족발,g,0,
418,핫초코,봉지,0,
419,무화과,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180334807_P8OE8EPED.jpg%2F406_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
420,배추김치,종이컵,0,
421,달걀프라이,개,0,
422,카라멜시럽,숟가락,0,
423,생크림카라멜소스,약간,0,
424,육개장칼국수,봉,0,
425,반숙달걀,개,0,
426,사리곰탕라면,개,0,
427,또띠아,장,0,
428,불닭소스,개,0,
429,3분함박스테이크,개,0,
430,노란파프리카,개,0,
431,초록파프리카,개,0,
432,새싹채소,줌,0,
433,당근채,개,0,
434,가지,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F0700_000_1%2F20110809154649730_FQ54612SG.jpg%2F297_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
435,치킨스톡,숟가락,0,
436,크림소스,종이컵,0,
437,연두순,숟가락,0,
438,호빵,개,0,
439,블랙올리브,개,0,
440,홍차티백,개,0,
441,아이스티가루,개,0,
442,쯔유,숟가락,0,
443,그린티라떼,봉지,0,
444,커피믹스,개,0,
445,전복,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F0700_000_1%2F20110809154651961_0SDFMH4D6.jpg%2F311_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
446,중국당면,g,0,
447,칵테일새우,줌,0,
448,동그랑땡,개,0,
449,골든그래놀라밀크바,개,0,
450,어린잎채소,줌,0,
451,오징어젓갈,숟가락,0,
452,발사믹드레싱,약간,1,
453,카놀라유,숟가락,1,
454,메밀건면,인분,0,
455,육우,g,0,
456,떡볶이떡,개,0,
457,자색고구마,개,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008175442457_BMGJYB37C.jpg%2F131_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
458,골든그래놀라,종이컵,0,
459,민트,약간,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180549471_RMZYBJ2HA.jpg%2F470_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
460,미니초코칩쿠키,봉지,0,
461,가자미살,g,0,
462,멸치,줌,0,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F2758_000_1%2F20131008180506875_YQAAQLNYF.jpg%2F451_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10
463,브라우니,조각,0,
464,오레오,개,0,
465,휘핑크림,취향껏,0,
